Greenup,SHAY,,weekend,5,37,0
Greenup,SHAY,,weekend,5,57,0
Greenup,,,weekend,5,49,0
Greenup,,,weekend,6,9,0
Greenup,,,weekend,6,29,0
Greenup,,,weekend,6,49,0
Greenup,,,weekend,7,9,0
Greenup,,,weekend,7,29,0
Greenup,,,weekend,7,49,0
Greenup,,,weekend,8,9,0
Greenup,,,weekend,8,29,0
Greenup,,,weekend,8,49,0
Greenup,,,weekend,9,9,0
Greenup,,,weekend,9,29,0
Greenup,,,weekend,9,49,0
Greenup,,,weekend,10,9,0
Greenup,,,weekend,10,29,0
Greenup,,,weekend,10,49,0
Greenup,,,weekend,11,9,0
Greenup,,,weekend,11,29,0
Greenup,,,weekend,11,49,0
Greenup,,,weekend,12,9,0
Greenup,,,weekend,12,29,0
Greenup,,,weekend,12,49,0
Greenup,,,weekend,13,9,0
Greenup,,,weekend,13,29,0
Greenup,,,weekend,13,49,0
Greenup,,,weekend,14,9,0
Greenup,,,weekend,14,29,0
Greenup,,,weekend,14,49,0
Greenup,,,weekend,15,9,0
Greenup,,,weekend,15,29,0
Greenup,,,weekend,15,49,0
Greenup,,,weekend,16,9,0
Greenup,,,weekend,16,29,0
Greenup,,,weekend,16,49,0
Greenup,,,weekend,17,9,0
Greenup,,,weekend,17,29,0
Greenup,,,weekend,17,49,0
Greenup,,,weekend,18,9,0
Greenup,,,weekend,18,29,0
Greenup,,,weekend,18,49,0
Greendown,UCTY,,weekend,5,55,0
Greendown,UCTY,,weekend,6,15,0
Greendown,UCTY,,weekend,6,35,0
Greendown,,,weekend,5,56,0
Greendown,,,weekend,6,16,0
Greendown,,,weekend,6,36,0
Greendown,,,weekend,6,56,0
Greendown,,,weekend,7,16,0
Greendown,,,weekend,7,36,0
Greendown,,,weekend,7,56,0
Greendown,,,weekend,8,16,0
Greendown,,,weekend,8,36,0
Greendown,,,weekend,8,56,0
Greendown,,,weekend,9,16,0
Greendown,,,weekend,9,36,0
Greendown,,,weekend,9,56,0
Greendown,,,weekend,10,16,0
Greendown,,,weekend,10,36,0
Greendown,,,weekend,10,56,0
Greendown,,,weekend,11,16,0
Greendown,,,weekend,11,36,0
Greendown,,,weekend,11,56,0
Greendown,,,weekend,12,16,0
Greendown,,,weekend,12,36,0
Greendown,,,weekend,12,56,0
Greendown,,,weekend,13,16,0
Greendown,,,weekend,13,36,0
Greendown,,,weekend,13,56,0
Greendown,,,weekend,14,16,0
Greendown,,,weekend,14,36,0
Greendown,,,weekend,14,56,0
Greendown,,,weekend,15,16,0
Greendown,,,weekend,15,36,0
Greendown,,,weekend,15,56,0
Greendown,,,weekend,16,16,0
Greendown,,,weekend,16,36,0
Greendown,,,weekend,16,56,0
Greendown,,,weekend,17,16,0
Greendown,,,weekend,17,36,0
Greendown,,,weekend,17,56,0
Blueup,,,weekend,5,38,0
Blueup,,,weekend,5,58,0
Blueup,,,weekend,6,18,0
Blueup,,,weekend,6,38,0
Blueup,,,weekend,6,58,0
Blueup,,,weekend,7,18,0
Blueup,,,weekend,7,38,0
Blueup,,,weekend,7,58,0
Blueup,,,weekend,8,18,0
Blueup,,,weekend,8,38,0
